id,sequence,domain,response_type,task,choices,response,some_entails_all,similar_experiment,enc_task,task_content,enc_responses,rt,intermediate_responses
TEVVIUDRGU,6,syllogistic,multiple-choice,Some;engineers;therapists/All;engineers;travelers,All;therapists;travelers|All;travelers;therapists|Some;therapists;travelers|Some;travelers;therapists|No;therapists;travelers|No;travelers;therapists|Some not;therapists;travelers|Some not;travelers;therapists|NVC,No;therapists;travelers|No;travelers;therapists,False,False,IA4,"['therapists', 'engineers', 'travelers']","['eac', 'eca']",38380,"[{'state': ['eac'], 'rt': 11613}, {'state': ['eac', 'eca'], 'rt': 14819}]"
TEVVIUDRGU,7,syllogistic,multiple-choice,All;soldiers;editors/All;editors;florists,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|NVC,All;soldiers;florists|All;florists;soldiers,False,False,AA1,"['soldiers', 'editors', 'florists']","['aac', 'aca']",31734,"[{'state': ['aac'], 'rt': 19420}, {'state': ['aac', 'aca'], 'rt': 25754}]"
TEVVIUDRGU,8,syllogistic,multiple-choice,Some not;poets;skaters/Some not;skaters;miners,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|No;poets;miners|No;miners;poets|Some not;poets;miners|Some not;miners;poets|NVC,Some;miners;poets|Some not;poets;miners|Some not;miners;poets,False,False,OO1,"['poets', 'skaters', 'miners']","['ica', 'oac', 'oca']",64049,"[{'state': ['ica'], 'rt': 32209}, {'state': ['ica', 'oac'], 'rt': 56022}, {'state': ['ica', 'oac', 'oca'], 'rt': 62290}]"
TEVVIUDRGU,9,syllogistic,multiple-choice,Some;auditors;clerks/Some;clerks;cashiers,All;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|Some;cashiers;auditors|No;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors|NVC,Some;auditors;cashiers|Some;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors,False,False,II1,"['auditors', 'clerks', 'cashiers']","['iac', 'ica', 'oac', 'oca']",34749,"[{'state': ['iac'], 'rt': 12431}, {'state': ['iac', 'ica'], 'rt': 16721}, {'state': ['iac', 'ica', 'oac'], 'rt': 29744}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 33279}]"
TEVVIUDRGU,10,syllogistic,multiple-choice,Some not;farmers;jugglers/All;jugglers;gamblers,All;farmers;gamblers|All;gamblers;farmers|Some;farmers;gamblers|Some;gamblers;farmers|No;farmers;gamblers|No;gamblers;farmers|Some not;farmers;gamblers|Some not;gamblers;farmers|NVC,Some;farmers;gamblers|Some;gamblers;farmers|Some not;farmers;gamblers|Some not;gamblers;farmers,False,False,OA1,"['farmers', 'jugglers', 'gamblers']","['iac', 'ica', 'oac', 'oca']",79643,"[{'state': ['iac'], 'rt': 40566}, {'state': ['iac', 'ica'], 'rt': 45744}, {'state': ['iac', 'ica', 'oac'], 'rt': 69730}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 78269}]"
TEVVIUDRGU,11,syllogistic,multiple-choice,Some not;linguists;students/All;climbers;linguists,All;students;climbers|All;climbers;students|Some;students;climbers|Some;climbers;students|No;students;climbers|No;climbers;students|Some not;students;climbers|Some not;climbers;students|NVC,Some;students;climbers|Some;climbers;students|Some not;students;climbers|Some not;climbers;students,False,False,OA2,"['students', 'linguists', 'climbers']","['iac', 'ica', 'oac', 'oca']",73382,"[{'state': ['ica'], 'rt': 45375}, {'state': ['iac', 'ica'], 'rt': 61184}, {'state': ['iac', 'ica', 'oac'], 'rt': 68231}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 71170}]"
TEVVIUDRGU,12,syllogistic,multiple-choice,Some;judges;athletes/No;athletes;drillers,All;judges;drillers|All;drillers;judges|Some;judges;drillers|Some;drillers;judges|No;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges|NVC,Some;drillers;judges|No;judges;drillers,False,False,IE1,"['judges', 'athletes', 'drillers']","['ica', 'eac']",154433,"[{'state': ['eac'], 'rt': 109815}, {'state': ['eac', 'eca'], 'rt': 113853}, {'state': ['eac'], 'rt': 121024}, {'state': ['ica', 'eac'], 'rt': 124089}, {'state': ['ica', 'eac', 'eca'], 'rt': 147846}, {'state': ['ica', 'eac'], 'rt': 150585}]"
TEVVIUDRGU,13,syllogistic,multiple-choice,All;cyclists;students/Some not;cyclists;buyers,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,All;buyers;students|Some;students;buyers|Some not;students;buyers,False,False,AO4,"['students', 'cyclists', 'buyers']","['aca', 'iac', 'oac']",156841,"[{'state': ['iac'], 'rt': 106496}, {'state': ['iac', 'oac'], 'rt': 113031}, {'state': ['aca', 'iac', 'oac'], 'rt': 148793}]"
TEVVIUDRGU,14,syllogistic,multiple-choice,Some not;porters;packers/Some;hunters;porters,All;packers;hunters|All;hunters;packers|Some;packers;hunters|Some;hunters;packers|No;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers|NVC,Some;packers;hunters|Some;hunters;packers|Some not;packers;hunters|Some not;hunters;packers,False,False,OI2,"['packers', 'porters', 'hunters']","['iac', 'ica', 'oac', 'oca']",98649,"[{'state': ['iac'], 'rt': 78750}, {'state': ['iac', 'oac'], 'rt': 80984}, {'state': ['iac', 'ica', 'oac'], 'rt': 84516}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 85882}]"
TEVVIUDRGU,15,syllogistic,multiple-choice,No;potters;chemists/Some not;potters;sailors,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|NVC,No;chemists;sailors|No;sailors;chemists,False,False,EO4,"['chemists', 'potters', 'sailors']","['eac', 'eca']",93930,"[{'state': ['eac'], 'rt': 25045}, {'state': ['eac', 'eca'], 'rt': 35407}, {'state': ['ica', 'eac', 'eca'], 'rt': 50932}, {'state': ['ica', 'eac'], 'rt': 54294}, {'state': ['ica', 'eac', 'oca'], 'rt': 58622}, {'state': ['eac', 'oca'], 'rt': 59692}, {'state': ['eac'], 'rt': 65817}, {'state': ['eac', 'eca'], 'rt': 90158}]"
TEVVIUDRGU,16,syllogistic,multiple-choice,Some not;nurses;cooks/No;painters;cooks,All;nurses;painters|All;painters;nurses|Some;nurses;painters|Some;painters;nurses|No;nurses;painters|No;painters;nurses|Some not;nurses;painters|Some not;painters;nurses|NVC,No;nurses;painters|No;painters;nurses,False,False,OE3,"['nurses', 'cooks', 'painters']","['eac', 'eca']",35773,"[{'state': ['iac'], 'rt': 20540}, {'state': [], 'rt': 22858}, {'state': ['eac'], 'rt': 25829}, {'state': ['eac', 'eca'], 'rt': 28728}]"
TEVVIUDRGU,17,syllogistic,multiple-choice,No;golfers;teachers/All;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,No;teachers;bankers|No;bankers;teachers,False,False,EA4,"['teachers', 'golfers', 'bankers']","['eac', 'eca']",131078,"[{'state': ['eac'], 'rt': 127079}, {'state': ['eac', 'eca'], 'rt': 128440}]"
TEVVIUDRGU,18,syllogistic,multiple-choice,Some;riders;actuaries/All;actuaries;designers,All;riders;designers|All;designers;riders|Some;riders;designers|Some;designers;riders|No;riders;designers|No;designers;riders|Some not;riders;designers|Some not;designers;riders|NVC,Some;riders;designers|Some not;riders;designers|Some not;designers;riders,False,False,IA1,"['riders', 'actuaries', 'designers']","['iac', 'oac', 'oca']",33760,"[{'state': ['iac'], 'rt': 15587}, {'state': ['iac', 'oac'], 'rt': 19379}, {'state': ['iac', 'oac', 'oca'], 'rt': 31033}]"
TEVVIUDRGU,19,syllogistic,multiple-choice,Some;writers;poets/Some;writers;singers,All;poets;singers|All;singers;poets|Some;poets;singers|Some;singers;poets|No;poets;singers|No;singers;poets|Some not;poets;singers|Some not;singers;poets|NVC,No;poets;singers|No;singers;poets,False,False,II4,"['poets', 'writers', 'singers']","['eac', 'eca']",29380,"[{'state': ['eac'], 'rt': 22218}, {'state': ['eac', 'eca'], 'rt': 23795}]"
TEVVIUDRGU,20,syllogistic,multiple-choice,Some;cooks;mayors/No;cooks;swimmers,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,No;mayors;swimmers|No;swimmers;mayors,False,False,IE4,"['mayors', 'cooks', 'swimmers']","['eac', 'eca']",34026,"[{'state': ['eca'], 'rt': 11691}, {'state': ['eac', 'eca'], 'rt': 16090}, {'state': ['aca', 'eac', 'eca'], 'rt': 30789}, {'state': ['eac', 'eca'], 'rt': 31387}]"
TEVVIUDRGU,21,syllogistic,multiple-choice,No;linguists;carpenters/Some not;divers;linguists,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|NVC,No;carpenters;divers|No;divers;carpenters,False,False,EO2,"['carpenters', 'linguists', 'divers']","['eac', 'eca']",18084,"[{'state': ['eac'], 'rt': 12291}, {'state': ['eac', 'eca'], 'rt': 16590}]"
TEVVIUDRGU,22,syllogistic,multiple-choice,Some;analysts;novelists/Some not;travelers;novelists,All;analysts;travelers|All;travelers;analysts|Some;analysts;travelers|Some;travelers;analysts|No;analysts;travelers|No;travelers;analysts|Some not;analysts;travelers|Some not;travelers;analysts|NVC,No;analysts;travelers|No;travelers;analysts,False,False,IO3,"['analysts', 'novelists', 'travelers']","['eac', 'eca']",34002,"[{'state': ['oca'], 'rt': 17593}, {'state': ['eca', 'oca'], 'rt': 20613}, {'state': ['eca'], 'rt': 28073}, {'state': ['eac', 'eca'], 'rt': 31853}]"
TEVVIUDRGU,23,syllogistic,multiple-choice,No;dancers;boxers/Some;boxers;typists,All;dancers;typists|All;typists;dancers|Some;dancers;typists|Some;typists;dancers|No;dancers;typists|No;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|NVC,No;dancers;typists|No;typists;dancers,False,False,EI1,"['dancers', 'boxers', 'typists']","['eac', 'eca']",25889,"[{'state': ['eac'], 'rt': 15130}, {'state': ['eac', 'eca'], 'rt': 23629}]"
TEVVIUDRGU,24,syllogistic,multiple-choice,No;tailors;pilots/Some not;singers;pilots,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|No;tailors;singers|No;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|NVC,No;tailors;singers|No;singers;tailors,False,False,EO3,"['tailors', 'pilots', 'singers']","['eac', 'eca']",48951,"[{'state': ['eac'], 'rt': 36242}, {'state': ['eac', 'eca'], 'rt': 47688}]"
TEVVIUDRGU,25,syllogistic,multiple-choice,Some;therapists;climbers/Some;skaters;climbers,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,No;therapists;skaters|No;skaters;therapists,False,False,II3,"['therapists', 'climbers', 'skaters']","['eac', 'eca']",42235,"[{'state': ['eac'], 'rt': 36182}, {'state': ['eac', 'eca'], 'rt': 36940}]"
TEVVIUDRGU,26,syllogistic,multiple-choice,Some not;tailors;tutors/Some;brewers;tutors,All;tailors;brewers|All;brewers;tailors|Some;tailors;brewers|Some;brewers;tailors|No;tailors;brewers|No;brewers;tailors|Some not;tailors;brewers|Some not;brewers;tailors|NVC,No;tailors;brewers|No;brewers;tailors,False,False,OI3,"['tailors', 'tutors', 'brewers']","['eac', 'eca']",31261,"[{'state': ['eca'], 'rt': 25226}, {'state': ['eac', 'eca'], 'rt': 26100}]"
TEVVIUDRGU,27,syllogistic,multiple-choice,Some not;secretaries;climbers/All;fencers;climbers,All;secretaries;fencers|All;fencers;secretaries|Some;secretaries;fencers|Some;fencers;secretaries|No;secretaries;fencers|No;fencers;secretaries|Some not;secretaries;fencers|Some not;fencers;secretaries|NVC,No;secretaries;fencers|No;fencers;secretaries,False,False,OA3,"['secretaries', 'climbers', 'fencers']","['eac', 'eca']",12264,"[{'state': ['eca'], 'rt': 10126}, {'state': ['eac', 'eca'], 'rt': 10932}]"
TEVVIUDRGU,28,syllogistic,multiple-choice,No;actors;dentists/No;buyers;dentists,All;actors;buyers|All;buyers;actors|Some;actors;buyers|Some;buyers;actors|No;actors;buyers|No;buyers;actors|Some not;actors;buyers|Some not;buyers;actors|NVC,No;actors;buyers|No;buyers;actors,False,False,EE3,"['actors', 'dentists', 'buyers']","['eac', 'eca']",15363,"[{'state': ['eca'], 'rt': 9266}, {'state': ['eac', 'eca'], 'rt': 10706}]"
TEVVIUDRGU,29,syllogistic,multiple-choice,No;mayors;cleaners/All;models;cleaners,All;mayors;models|All;models;mayors|Some;mayors;models|Some;models;mayors|No;mayors;models|No;models;mayors|Some not;mayors;models|Some not;models;mayors|NVC,No;mayors;models|No;models;mayors,False,False,EA3,"['mayors', 'cleaners', 'models']","['eac', 'eca']",7725,"[{'state': ['eca'], 'rt': 4709}, {'state': ['eac', 'eca'], 'rt': 5974}]"
TEVVIUDRGU,30,syllogistic,multiple-choice,All;packers;tutors/Some not;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|No;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|NVC,Some not;packers;butchers|Some not;butchers;packers,False,False,AO1,"['packers', 'tutors', 'butchers']","['oac', 'oca']",57372,"[{'state': ['oca'], 'rt': 27183}, {'state': ['oac', 'oca'], 'rt': 54734}]"
TEVVIUDRGU,31,syllogistic,multiple-choice,No;planners;doctors/No;typists;planners,All;doctors;typists|All;typists;doctors|Some;doctors;typists|Some;typists;doctors|No;doctors;typists|No;typists;doctors|Some not;doctors;typists|Some not;typists;doctors|NVC,No;doctors;typists|No;typists;doctors,False,False,EE2,"['doctors', 'planners', 'typists']","['eac', 'eca']",19420,"[{'state': ['eca'], 'rt': 13889}, {'state': ['eac', 'eca'], 'rt': 17720}]"
TEVVIUDRGU,32,syllogistic,multiple-choice,All;lawyers;athletes/All;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|NVC,No;lawyers;hunters|No;hunters;lawyers,False,False,AA3,"['lawyers', 'athletes', 'hunters']","['eac', 'eca']",7511,"[{'state': ['eac'], 'rt': 5023}, {'state': ['eac', 'eca'], 'rt': 6076}]"
TEVVIUDRGU,34,syllogistic,multiple-choice,All;boxers;surfers/Some;boxers;florists,All;surfers;florists|All;florists;surfers|Some;surfers;florists|Some;florists;surfers|No;surfers;florists|No;florists;surfers|Some not;surfers;florists|Some not;florists;surfers|NVC,All;florists;surfers|Some;surfers;florists,False,False,AI4,"['surfers', 'boxers', 'florists']","['aca', 'iac']",70652,"[{'state': ['eca'], 'rt': 35261}, {'state': ['aca', 'eca'], 'rt': 48803}, {'state': ['aca'], 'rt': 50249}, {'state': ['aca', 'iac'], 'rt': 57527}]"
TEVVIUDRGU,35,syllogistic,multiple-choice,All;trainers;chefs/Some;chefs;bankers,All;trainers;bankers|All;bankers;trainers|Some;trainers;bankers|Some;bankers;trainers|No;trainers;bankers|No;bankers;trainers|Some not;trainers;bankers|Some not;bankers;trainers|NVC,Some;trainers;bankers|Some;bankers;trainers,False,False,AI1,"['trainers', 'chefs', 'bankers']","['iac', 'ica']",95066,"[{'state': ['eac'], 'rt': 53026}, {'state': ['aca', 'eac'], 'rt': 53931}, {'state': ['aca', 'ica', 'eac'], 'rt': 71456}, {'state': ['ica', 'eac'], 'rt': 75430}, {'state': ['iac', 'ica', 'eac'], 'rt': 88825}, {'state': ['iac', 'ica'], 'rt': 93523}]"
TEVVIUDRGU,36,syllogistic,multiple-choice,No;waiters;poets/No;waiters;cashiers,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|No;poets;cashiers|No;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|NVC,No;poets;cashiers|No;cashiers;poets,False,False,EE4,"['poets', 'waiters', 'cashiers']","['eac', 'eca']",22152,"[{'state': ['eca'], 'rt': 13975}, {'state': ['eac', 'eca'], 'rt': 15820}]"
TEVVIUDRGU,37,syllogistic,multiple-choice,All;assistants;soldiers/No;barbers;assistants,All;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|Some;barbers;soldiers|No;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers|NVC,No;soldiers;barbers|No;barbers;soldiers,False,False,AE2,"['soldiers', 'assistants', 'barbers']","['eac', 'eca']",111503,"[{'state': ['eca'], 'rt': 50460}, {'state': ['eac', 'eca'], 'rt': 64186}]"
TEVVIUDRGU,38,syllogistic,multiple-choice,No;counselors;riders/All;joggers;counselors,All;riders;joggers|All;joggers;riders|Some;riders;joggers|Some;joggers;riders|No;riders;joggers|No;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|NVC,No;riders;joggers|No;joggers;riders,False,False,EA2,"['riders', 'counselors', 'joggers']","['eac', 'eca']",31589,"[{'state': ['eca'], 'rt': 25155}, {'state': ['eac', 'eca'], 'rt': 29278}]"
TEVVIUDRGU,39,syllogistic,multiple-choice,No;lifeguards;dentists/No;dentists;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|NVC,No;lifeguards;plumbers|No;plumbers;lifeguards,False,False,EE1,"['lifeguards', 'dentists', 'plumbers']","['eac', 'eca']",14436,"[{'state': ['eca'], 'rt': 9379}, {'state': ['eac', 'eca'], 'rt': 11987}]"
TEVVIUDRGU,40,syllogistic,multiple-choice,All;tellers;doctors/All;climbers;tellers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,No;doctors;climbers|No;climbers;doctors,False,False,AA2,"['doctors', 'tellers', 'climbers']","['eac', 'eca']",59859,"[{'state': ['eca'], 'rt': 22338}, {'state': ['eac', 'eca'], 'rt': 58277}]"
TEVVIUDRGU,41,syllogistic,multiple-choice,Some not;chemists;skaters/No;skaters;hikers,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,All;hikers;chemists|No;chemists;hikers|No;hikers;chemists,False,False,OE1,"['chemists', 'skaters', 'hikers']","['aca', 'eac', 'eca']",45714,"[{'state': ['eac'], 'rt': 33697}, {'state': ['aca', 'eac'], 'rt': 41086}, {'state': ['aca', 'eac', 'eca'], 'rt': 43586}]"
TEVVIUDRGU,42,syllogistic,multiple-choice,All;counselors;analysts/All;counselors;opticians,All;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|Some;opticians;analysts|No;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts|NVC,All;analysts;opticians|All;opticians;analysts,False,False,AA4,"['analysts', 'counselors', 'opticians']","['aac', 'aca']",22569,"[{'state': ['eca'], 'rt': 12172}, {'state': ['eac', 'eca'], 'rt': 13171}, {'state': ['aca', 'eac', 'eca'], 'rt': 17990}, {'state': ['aac', 'aca', 'eac', 'eca'], 'rt': 18671}, {'state': ['aac', 'aca', 'eca'], 'rt': 19520}, {'state': ['aac', 'aca'], 'rt': 20173}]"
TEVVIUDRGU,43,syllogistic,multiple-choice,Some;scientists;golfers/No;workers;golfers,All;scientists;workers|All;workers;scientists|Some;scientists;workers|Some;workers;scientists|No;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists|NVC,No;scientists;workers|No;workers;scientists,False,False,IE3,"['scientists', 'golfers', 'workers']","['eac', 'eca']",14349,"[{'state': ['eca'], 'rt': 12318}, {'state': ['eac', 'eca'], 'rt': 13138}]"
TEVVIUDRGU,44,syllogistic,multiple-choice,All;bakers;sculptors/No;bakers;gamblers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,No;sculptors;gamblers|No;gamblers;sculptors,False,False,AE4,"['sculptors', 'bakers', 'gamblers']","['eac', 'eca']",38927,"[{'state': ['eca'], 'rt': 32522}, {'state': ['eac', 'eca'], 'rt': 37397}]"
TEVVIUDRGU,45,syllogistic,multiple-choice,Some not;investors;bakers/Some;bakers;sailors,All;investors;sailors|All;sailors;investors|Some;investors;sailors|Some;sailors;investors|No;investors;sailors|No;sailors;investors|Some not;investors;sailors|Some not;sailors;investors|NVC,Some;investors;sailors|Some;sailors;investors,False,False,OI1,"['investors', 'bakers', 'sailors']","['iac', 'ica']",29629,"[{'state': ['iac'], 'rt': 21860}, {'state': ['iac', 'ica'], 'rt': 28256}]"
TEVVIUDRGU,46,syllogistic,multiple-choice,Some not;farmers;assistants/Some not;scholars;assistants,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|NVC,No;farmers;scholars|No;scholars;farmers,False,False,OO3,"['farmers', 'assistants', 'scholars']","['eac', 'eca']",24615,"[{'state': ['oac'], 'rt': 7013}, {'state': ['oac', 'oca'], 'rt': 7786}, {'state': ['eac', 'oac', 'oca'], 'rt': 20697}, {'state': ['eac', 'eca', 'oac', 'oca'], 'rt': 21390}, {'state': ['eac', 'eca', 'oac'], 'rt': 22157}, {'state': ['eac', 'eca'], 'rt': 23011}]"
TEVVIUDRGU,47,syllogistic,multiple-choice,All;boxers;actuaries/Some not;opticians;actuaries,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|No;boxers;opticians|No;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|NVC,No;boxers;opticians|No;opticians;boxers,False,False,AO3,"['boxers', 'actuaries', 'opticians']","['eac', 'eca']",22163,"[{'state': ['eac'], 'rt': 16678}, {'state': ['eac', 'eca'], 'rt': 20110}]"
TEVVIUDRGU,48,syllogistic,multiple-choice,All;teachers;painters/No;painters;plumbers,All;teachers;plumbers|All;plumbers;teachers|Some;teachers;plumbers|Some;plumbers;teachers|No;teachers;plumbers|No;plumbers;teachers|Some not;teachers;plumbers|Some not;plumbers;teachers|NVC,No;teachers;plumbers|No;plumbers;teachers,False,False,AE1,"['teachers', 'painters', 'plumbers']","['eac', 'eca']",22907,"[{'state': ['eac'], 'rt': 8094}, {'state': ['eac', 'eca'], 'rt': 9699}]"
TEVVIUDRGU,49,syllogistic,multiple-choice,Some;clerks;managers/Some;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,No;managers;models|No;models;managers,False,False,II2,"['managers', 'clerks', 'models']","['eac', 'eca']",68573,"[{'state': ['eac'], 'rt': 66300}, {'state': ['eac', 'eca'], 'rt': 67102}]"
TEVVIUDRGU,50,syllogistic,multiple-choice,All;nurses;actors/No;drillers;actors,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|NVC,No;nurses;drillers|No;drillers;nurses,False,False,AE3,"['nurses', 'actors', 'drillers']","['eac', 'eca']",17463,"[{'state': ['eac'], 'rt': 14954}, {'state': ['eac', 'eca'], 'rt': 15685}]"
TEVVIUDRGU,51,syllogistic,multiple-choice,No;actors;lawyers/Some;actors;swimmers,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,No;lawyers;swimmers|No;swimmers;lawyers,False,False,EI4,"['lawyers', 'actors', 'swimmers']","['eac', 'eca']",14605,"[{'state': ['eca'], 'rt': 8879}, {'state': ['eac', 'eca'], 'rt': 13040}]"
TEVVIUDRGU,52,syllogistic,multiple-choice,Some;architects;boxers/Some not;architects;runners,All;boxers;runners|All;runners;boxers|Some;boxers;runners|Some;runners;boxers|No;boxers;runners|No;runners;boxers|Some not;boxers;runners|Some not;runners;boxers|NVC,Some;boxers;runners|Some;runners;boxers,False,False,IO4,"['boxers', 'architects', 'runners']","['iac', 'ica']",80470,"[{'state': ['ica'], 'rt': 74460}, {'state': ['iac', 'ica'], 'rt': 77243}]"
TEVVIUDRGU,53,syllogistic,multiple-choice,Some not;editors;dancers/All;editors;scholars,All;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|Some;scholars;dancers|No;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers|NVC,Some;dancers;scholars|Some;scholars;dancers,False,False,OA4,"['dancers', 'editors', 'scholars']","['iac', 'ica']",23708,"[{'state': ['iac'], 'rt': 20591}, {'state': ['iac', 'ica'], 'rt': 21934}]"
TEVVIUDRGU,54,syllogistic,multiple-choice,All;potters;sculptors/Some not;miners;potters,All;sculptors;miners|All;miners;sculptors|Some;sculptors;miners|Some;miners;sculptors|No;sculptors;miners|No;miners;sculptors|Some not;sculptors;miners|Some not;miners;sculptors|NVC,No;sculptors;miners|No;miners;sculptors,False,False,AO2,"['sculptors', 'potters', 'miners']","['eac', 'eca']",200733,"[{'state': ['eca'], 'rt': 195564}, {'state': ['eac', 'eca'], 'rt': 199529}]"
TEVVIUDRGU,55,syllogistic,multiple-choice,All;novelists;campers/Some;joggers;novelists,All;campers;joggers|All;joggers;campers|Some;campers;joggers|Some;joggers;campers|No;campers;joggers|No;joggers;campers|Some not;campers;joggers|Some not;joggers;campers|NVC,Some;campers;joggers|Some;joggers;campers,False,False,AI2,"['campers', 'novelists', 'joggers']","['iac', 'ica']",58982,"[{'state': ['iac'], 'rt': 35770}, {'state': ['iac', 'ica'], 'rt': 52209}]"
TEVVIUDRGU,56,syllogistic,multiple-choice,Some;carpenters;tellers/Some not;tellers;artists,All;carpenters;artists|All;artists;carpenters|Some;carpenters;artists|Some;artists;carpenters|No;carpenters;artists|No;artists;carpenters|Some not;carpenters;artists|Some not;artists;carpenters|NVC,Some;carpenters;artists|Some;artists;carpenters,False,False,IO1,"['carpenters', 'tellers', 'artists']","['iac', 'ica']",77063,"[{'state': ['iac'], 'rt': 72448}, {'state': ['iac', 'ica'], 'rt': 74181}]"
TEVVIUDRGU,57,syllogistic,multiple-choice,Some;jugglers;investors/No;barbers;jugglers,All;investors;barbers|All;barbers;investors|Some;investors;barbers|Some;barbers;investors|No;investors;barbers|No;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|NVC,Some;investors;barbers|Some;barbers;investors,False,False,IE2,"['investors', 'jugglers', 'barbers']","['iac', 'ica']",46074,"[{'state': ['eca'], 'rt': 11036}, {'state': ['ica', 'eca'], 'rt': 21985}, {'state': ['ica'], 'rt': 23752}, {'state': ['ica', 'eac'], 'rt': 29544}, {'state': ['ica'], 'rt': 31004}, {'state': ['iac', 'ica'], 'rt': 32533}]"
